asset_id,snapshot_date,material,diameter_mm,install_year,age_years,prior_break_count,break_within_horizon,horizon_years,street,snapshot_origin,snapshot_year,exclusion_reason
79022,1985-01-01,PVCO,300.0,2013.0,-28.0,0,0,5,BELMONT AVE W,negative_T_minus_H_minus_2y,1985,snapshot_before_installation
79022,1986-01-01,PVCO,300.0,2013.0,-27.0,0,0,5,BELMONT AVE W,negative_T_minus_H_minus_1y,1986,snapshot_before_installation
79022,1987-01-01,PVCO,300.0,2013.0,-26.0,0,1,5,BELMONT AVE W,positive_T_minus_H,1987,snapshot_before_installation
73300,1987-01-11,CPP,600.0,2006.0,-19.0,0,0,5,VICTORIA ST S,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
40440,1987-01-15,CI,150.0,1988.0,-1.0,0,0,5,WARREN RD,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
98342,1987-01-19,PVCO,200.0,2011.0,-24.0,0,0,5,WOOLWICH ST,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
134708,1987-01-21,PVC,150.0,2017.0,-30.0,0,0,5,ALICE AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
87330,1987-01-22,DI,300.0,1989.0,-2.0,0,0,5,HIDDEN VALLEY RD,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
4710,1987-01-27,PVC,150.0,2008.0,-21.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
133994,1987-02-05,PVC,150.0,2017.0,-30.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
133988,1987-02-07,PVC,150.0,2017.0,-30.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
83836,1987-02-12,PVC,150.0,1995.0,-8.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
81074,1987-02-13,PVC,300.0,2008.0,-21.0,0,0,5,MARGARET AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
77126,1987-03-04,PVCO,150.0,2012.0,-25.0,0,0,5,LIBERTY AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
97012,1987-04-01,PVC,150.0,2013.0,-26.0,0,0,5,STIRLING AVE N,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
133956,1987-04-03,PVC,150.0,2016.0,-29.0,0,0,5,DUMFRIES AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
87366,1987-07-06,CPP,1200.0,1989.0,-2.0,0,0,5,BLEAMS RD,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
81902,1987-07-21,PVC,600.0,2008.0,-21.0,0,0,5,VICTORIA ST N,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
76156,1987-07-27,PVC,300.0,2008.0,-21.0,0,0,5,BREITHAUPT ST,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
83828,1987-08-06,PVC,150.0,1995.0,-8.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
78514,1987-09-18,PVC,150.0,2012.0,-25.0,0,0,5,PANDORA AVE N,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
97148,1987-10-24,PVCO,300.0,2015.0,-28.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
98392,1987-12-12,PVCO,150.0,2014.0,-27.0,0,0,5,MERNER AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
62530,1987-12-15,PVC,150.0,1999.0,-12.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
80448,1987-12-19,PVC,150.0,2004.0,-17.0,0,0,5,WATERLOO ST,negative_T_minus_H_minus_5y,1987,snapshot_before_installation
81582,1988-01-01,PVC,150.0,2014.0,-26.0,0,0,5,QUEENS BLVD,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
71140,1988-01-08,PVC,450.0,2004.0,-16.0,0,0,5,FISCHER HALLMAN RD,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
73300,1988-01-11,CPP,600.0,2006.0,-18.0,0,0,5,VICTORIA ST S,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
98342,1988-01-19,PVCO,200.0,2011.0,-23.0,0,0,5,WOOLWICH ST,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
86556,1988-01-20,PVC,150.0,2010.0,-22.0,0,0,5,PLYMOUTH RD,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
94754,1988-01-20,PVC,300.0,2001.0,-13.0,0,0,5,PRESTON ST,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
134708,1988-01-21,PVC,150.0,2017.0,-29.0,0,0,5,ALICE AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
87330,1988-01-22,DI,300.0,1989.0,-1.0,0,0,5,HIDDEN VALLEY RD,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
4710,1988-01-27,PVC,150.0,2008.0,-20.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
133994,1988-02-05,PVC,150.0,2017.0,-29.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
133988,1988-02-07,PVC,150.0,2017.0,-29.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
83836,1988-02-12,PVC,150.0,1995.0,-7.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
81074,1988-02-13,PVC,300.0,2008.0,-20.0,0,0,5,MARGARET AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
77126,1988-03-04,PVCO,150.0,2012.0,-24.0,0,0,5,LIBERTY AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
133734,1988-03-19,PVCO,150.0,2015.0,-27.0,0,0,5,PELTZ AVE,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
76011,1988-03-31,PVC,150.0,2008.0,-20.0,0,0,5,CLARK AVE,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
97012,1988-04-01,PVC,150.0,2013.0,-25.0,0,0,5,STIRLING AVE N,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
133956,1988-04-03,PVC,150.0,2016.0,-28.0,0,0,5,DUMFRIES AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
87366,1988-07-06,CPP,1200.0,1989.0,-1.0,0,0,5,BLEAMS RD,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
81902,1988-07-21,PVC,600.0,2008.0,-20.0,0,0,5,VICTORIA ST N,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
76156,1988-07-27,PVC,300.0,2008.0,-20.0,0,0,5,BREITHAUPT ST,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
97114,1988-07-30,PVCO,300.0,2015.0,-27.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
97114,1988-07-31,PVCO,300.0,2015.0,-27.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
83830,1988-08-04,PVC,150.0,1995.0,-7.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
83828,1988-08-06,PVC,150.0,1995.0,-7.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
28950,1988-08-11,DI,300.0,1994.0,-6.0,0,0,5,ONTARIO ST N,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
58640,1988-08-11,PVC,200.0,1995.0,-7.0,0,0,5,HOMER WATSON BLVD,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
77534,1988-08-28,PVC,300.0,2013.0,-25.0,0,0,5,CHARLES ST W,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
78514,1988-09-18,PVC,150.0,2012.0,-24.0,0,0,5,PANDORA AVE N,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
97148,1988-10-24,PVCO,300.0,2015.0,-27.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
61530,1988-10-30,PVC,300.0,2006.0,-18.0,0,0,5,KRUG ST,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
76498,1988-11-11,HDPE,200.0,2010.0,-22.0,0,0,5,GREENBROOK DR,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
68664,1988-12-03,PVC,300.0,2000.0,-12.0,0,0,5,CEDAR ST N,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
98392,1988-12-12,PVCO,150.0,2014.0,-26.0,0,0,5,MERNER AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
62530,1988-12-15,PVC,150.0,1999.0,-11.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
80448,1988-12-19,PVC,150.0,2004.0,-16.0,0,0,5,WATERLOO ST,negative_T_minus_H_minus_4y,1988,snapshot_before_installation
76172,1988-12-22,PVC,150.0,2008.0,-20.0,0,0,5,GUELPH ST,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
69383,1988-12-24,PVC,150.0,2008.0,-20.0,0,0,5,MADISON AVE S,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
72660,1988-12-26,PVC,150.0,2005.0,-17.0,0,0,5,SPADINA RD E,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
69123,1988-12-31,PVC,150.0,2009.0,-21.0,0,0,5,VANIER DR,negative_T_minus_H_minus_5y,1988,snapshot_before_installation
81582,1989-01-01,PVC,150.0,2014.0,-25.0,0,0,5,QUEENS BLVD,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
65340,1989-01-03,PVC,300.0,2000.0,-11.0,0,0,5,KING ST E,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
71140,1989-01-08,PVC,450.0,2004.0,-15.0,0,0,5,FISCHER HALLMAN RD,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
7390,1989-01-09,PVC,150.0,2008.0,-19.0,0,0,5,CLARK AVE,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
73300,1989-01-11,CPP,600.0,2006.0,-17.0,0,0,5,VICTORIA ST S,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
134846,1989-01-13,PVC,150.0,2016.0,-27.0,0,0,5,MEINZINGER AVE,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
4742364,1989-01-19,PE,25.0,2018.0,-29.0,0,0,5,SCHWEITZER ST,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
98342,1989-01-19,PVCO,200.0,2011.0,-22.0,0,0,5,WOOLWICH ST,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
86556,1989-01-20,PVC,150.0,2010.0,-21.0,0,0,5,PLYMOUTH RD,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
94754,1989-01-20,PVC,300.0,2001.0,-12.0,0,0,5,PRESTON ST,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
134708,1989-01-21,PVC,150.0,2017.0,-28.0,0,0,5,ALICE AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
4710,1989-01-27,PVC,150.0,2008.0,-19.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
62530,1989-02-04,PVC,150.0,1999.0,-10.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
76727,1989-02-04,PVC,150.0,2010.0,-21.0,0,0,5,PLYMOUTH RD,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
133994,1989-02-05,PVC,150.0,2017.0,-28.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
133988,1989-02-07,PVC,150.0,2017.0,-28.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
77106,1989-02-12,PVC,150.0,2012.0,-23.0,0,0,5,GRIFFIN AVE,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
83836,1989-02-12,PVC,150.0,1995.0,-6.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
4710,1989-02-13,PVC,150.0,2008.0,-19.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
81074,1989-02-13,PVC,300.0,2008.0,-19.0,0,0,5,MARGARET AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
136074,1989-03-02,HDPE,150.0,2017.0,-28.0,0,0,5,GUELPH ST,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
77126,1989-03-04,PVCO,150.0,2012.0,-23.0,0,0,5,LIBERTY AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
133734,1989-03-19,PVCO,150.0,2015.0,-26.0,0,0,5,PELTZ AVE,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
133420,1989-03-24,PVCO,150.0,2014.0,-25.0,0,0,5,STIRLING AVE N,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
76011,1989-03-31,PVC,150.0,2008.0,-19.0,0,0,5,CLARK AVE,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
97012,1989-04-01,PVC,150.0,2013.0,-24.0,0,0,5,STIRLING AVE N,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
133956,1989-04-03,PVC,150.0,2016.0,-27.0,0,0,5,DUMFRIES AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
97354,1989-04-05,PVC,150.0,2015.0,-26.0,0,0,5,BLOOMINGDALE RD,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
91264,1989-05-17,PVC,150.0,1995.0,-6.0,0,0,5,FAIRWAY CRT,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
83826,1989-07-15,PVC,150.0,1995.0,-6.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
81902,1989-07-21,PVC,600.0,2008.0,-19.0,0,0,5,VICTORIA ST N,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
69571,1989-07-26,CPP,600.0,2004.0,-15.0,0,0,5,VICTORIA ST S,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
76156,1989-07-27,PVC,300.0,2008.0,-19.0,0,0,5,BREITHAUPT ST,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
97114,1989-07-30,PVCO,300.0,2015.0,-26.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
97114,1989-07-31,PVCO,300.0,2015.0,-26.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
83830,1989-08-04,PVC,150.0,1995.0,-6.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
83828,1989-08-06,PVC,150.0,1995.0,-6.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
28950,1989-08-11,DI,300.0,1994.0,-5.0,0,0,5,ONTARIO ST N,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
58640,1989-08-11,PVC,200.0,1995.0,-6.0,0,0,5,HOMER WATSON BLVD,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
77534,1989-08-28,PVC,300.0,2013.0,-24.0,0,0,5,CHARLES ST W,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
78514,1989-09-18,PVC,150.0,2012.0,-23.0,0,0,5,PANDORA AVE N,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
65370,1989-10-07,PVC,300.0,2000.0,-11.0,0,0,5,KING ST E,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
97148,1989-10-24,PVCO,300.0,2015.0,-26.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
61530,1989-10-30,PVC,300.0,2006.0,-17.0,0,0,5,KRUG ST,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
76498,1989-11-11,HDPE,200.0,2010.0,-21.0,0,0,5,GREENBROOK DR,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
98350,1989-11-23,PVCO,200.0,2011.0,-22.0,0,0,5,WOOLWICH ST,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
68664,1989-12-03,PVC,300.0,2000.0,-11.0,0,0,5,CEDAR ST N,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
98342,1989-12-04,PVCO,200.0,2011.0,-22.0,0,0,5,WOOLWICH ST,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
98392,1989-12-12,PVCO,150.0,2014.0,-25.0,0,0,5,MERNER AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
62530,1989-12-15,PVC,150.0,1999.0,-10.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
80448,1989-12-19,PVC,150.0,2004.0,-15.0,0,0,5,WATERLOO ST,negative_T_minus_H_minus_3y,1989,snapshot_before_installation
76172,1989-12-22,PVC,150.0,2008.0,-19.0,0,0,5,GUELPH ST,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
69383,1989-12-24,PVC,150.0,2008.0,-19.0,0,0,5,MADISON AVE S,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
76156,1989-12-25,PVC,300.0,2008.0,-19.0,0,0,5,BREITHAUPT ST,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
72660,1989-12-26,PVC,150.0,2005.0,-16.0,0,0,5,SPADINA RD E,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
134846,1989-12-29,PVC,150.0,2016.0,-27.0,0,0,5,MEINZINGER AVE,negative_T_minus_H_minus_5y,1989,snapshot_before_installation
69123,1989-12-31,PVC,150.0,2009.0,-20.0,0,0,5,VANIER DR,negative_T_minus_H_minus_4y,1989,snapshot_before_installation
81582,1990-01-01,PVC,150.0,2014.0,-24.0,0,0,5,QUEENS BLVD,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
65340,1990-01-03,PVC,300.0,2000.0,-10.0,0,0,5,KING ST E,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
133140,1990-01-07,PVC,150.0,2016.0,-26.0,0,0,5,VISTA CRES,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
71140,1990-01-08,PVC,450.0,2004.0,-14.0,0,0,5,FISCHER HALLMAN RD,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
7390,1990-01-09,PVC,150.0,2008.0,-18.0,0,0,5,CLARK AVE,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
73300,1990-01-11,CPP,600.0,2006.0,-16.0,0,0,5,VICTORIA ST S,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
134846,1990-01-13,PVC,150.0,2016.0,-26.0,0,0,5,MEINZINGER AVE,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
81374,1990-01-17,PVC,300.0,2008.0,-18.0,0,0,5,VICTORIA ST N,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
4742364,1990-01-19,PE,25.0,2018.0,-28.0,0,0,5,SCHWEITZER ST,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
98342,1990-01-19,PVCO,200.0,2011.0,-21.0,0,0,5,WOOLWICH ST,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
86556,1990-01-20,PVC,150.0,2010.0,-20.0,0,0,5,PLYMOUTH RD,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
94754,1990-01-20,PVC,300.0,2001.0,-11.0,0,0,5,PRESTON ST,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
134708,1990-01-21,PVC,150.0,2017.0,-27.0,0,0,5,ALICE AVE,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
4710,1990-01-27,PVC,150.0,2008.0,-18.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
83320,1990-01-28,PVC,150.0,2005.0,-15.0,0,0,5,SPADINA RD E,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
133118,1990-02-02,PVC,150.0,2016.0,-26.0,0,0,5,GLENDALE RD,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
69123,1990-02-02,PVC,150.0,2009.0,-19.0,0,0,5,VANIER DR,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
62530,1990-02-04,PVC,150.0,1999.0,-9.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
76727,1990-02-04,PVC,150.0,2010.0,-20.0,0,0,5,PLYMOUTH RD,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
133994,1990-02-05,PVC,150.0,2017.0,-27.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
133988,1990-02-07,PVC,150.0,2017.0,-27.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
87374,1990-02-08,PVC,150.0,2008.0,-18.0,0,0,5,CLARK AVE,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
83222,1990-02-10,PVC,150.0,2008.0,-18.0,0,0,5,CLIVE RD,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
77106,1990-02-12,PVC,150.0,2012.0,-22.0,0,0,5,GRIFFIN AVE,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
83836,1990-02-12,PVC,150.0,1995.0,-5.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
4710,1990-02-13,PVC,150.0,2008.0,-18.0,0,0,5,BROADMOOR AVE,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
77106,1990-02-13,PVC,150.0,2012.0,-22.0,0,0,5,GRIFFIN AVE,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
81074,1990-02-13,PVC,300.0,2008.0,-18.0,0,0,5,MARGARET AVE,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
76027,1990-02-14,PVC,300.0,2007.0,-17.0,0,0,5,WATER ST S,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
76854,1990-02-14,PVC,150.0,2010.0,-20.0,0,0,5,PLYMOUTH RD,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
136074,1990-03-02,HDPE,150.0,2017.0,-27.0,0,0,5,GUELPH ST,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
77126,1990-03-04,PVCO,150.0,2012.0,-22.0,0,0,5,LIBERTY AVE,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
76461,1990-03-06,PVC,150.0,2010.0,-20.0,0,0,5,DIXON ST,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
133734,1990-03-19,PVCO,150.0,2015.0,-25.0,0,0,5,PELTZ AVE,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
133420,1990-03-24,PVCO,150.0,2014.0,-24.0,0,0,5,STIRLING AVE N,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
76011,1990-03-31,PVC,150.0,2008.0,-18.0,0,0,5,CLARK AVE,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
97012,1990-04-01,PVC,150.0,2013.0,-23.0,0,0,5,STIRLING AVE N,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
133956,1990-04-03,PVC,150.0,2016.0,-26.0,0,0,5,DUMFRIES AVE,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
97354,1990-04-05,PVC,150.0,2015.0,-25.0,0,0,5,BLOOMINGDALE RD,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
91264,1990-05-17,PVC,150.0,1995.0,-5.0,0,0,5,FAIRWAY CRT,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
134498,1990-06-30,PVC,300.0,2017.0,-27.0,0,0,5,KRUG ST,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
83826,1990-07-15,PVC,150.0,1995.0,-5.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
81902,1990-07-21,PVC,600.0,2008.0,-18.0,0,0,5,VICTORIA ST N,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
69571,1990-07-26,CPP,600.0,2004.0,-14.0,0,0,5,VICTORIA ST S,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
76156,1990-07-27,PVC,300.0,2008.0,-18.0,0,0,5,BREITHAUPT ST,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
97114,1990-07-30,PVCO,300.0,2015.0,-25.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
97114,1990-07-31,PVCO,300.0,2015.0,-25.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
83830,1990-08-04,PVC,150.0,1995.0,-5.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
83828,1990-08-06,PVC,150.0,1995.0,-5.0,0,0,5,FAIRWAY CRES,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
28950,1990-08-11,DI,300.0,1994.0,-4.0,0,0,5,ONTARIO ST N,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
58640,1990-08-11,PVC,200.0,1995.0,-5.0,0,0,5,HOMER WATSON BLVD,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
77534,1990-08-28,PVC,300.0,2013.0,-23.0,0,0,5,CHARLES ST W,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
66220,1990-08-30,PVC,300.0,2001.0,-11.0,0,0,5,COLLEGE ST,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
69383,1990-08-30,PVC,150.0,2008.0,-18.0,0,0,5,MADISON AVE S,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
69125,1990-09-15,PVC,200.0,2008.0,-18.0,0,0,5,VANIER DR,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
78514,1990-09-18,PVC,150.0,2012.0,-22.0,0,0,5,PANDORA AVE N,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
66570,1990-09-21,PVC,150.0,2001.0,-11.0,0,0,5,CHURCH ST,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
73200,1990-09-21,CPP,600.0,2006.0,-16.0,0,0,5,VICTORIA ST S,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
65370,1990-10-07,PVC,300.0,2000.0,-10.0,0,0,5,KING ST E,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
97148,1990-10-24,PVCO,300.0,2015.0,-25.0,0,0,5,HIGHLAND RD W,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
61530,1990-10-30,PVC,300.0,2006.0,-16.0,0,0,5,KRUG ST,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
76498,1990-11-11,HDPE,200.0,2010.0,-20.0,0,0,5,GREENBROOK DR,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
98350,1990-11-23,PVCO,200.0,2011.0,-21.0,0,0,5,WOOLWICH ST,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
69315,1990-11-29,PVC,300.0,2008.0,-18.0,0,0,5,WATER ST N,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
68664,1990-12-03,PVC,300.0,2000.0,-10.0,0,0,5,CEDAR ST N,negative_T_minus_H_minus_3y,1990,snapshot_before_installation
98342,1990-12-04,PVCO,200.0,2011.0,-21.0,0,0,5,WOOLWICH ST,negative_T_minus_H_minus_4y,1990,snapshot_before_installation
65520,1990-12-11,PVC,50.0,2000.0,-10.0,0,0,5,WILSON AVE,negative_T_minus_H_minus_5y,1990,snapshot_before_installation
98392,1990-12-12,PVCO,150.0,2014.0,-24.0,0,0,5,MERNER AVE,negative_T_minus_H_minus_2y,1990,snapshot_before_installation
