asset_id,snapshot_date,material,diameter_mm,install_year,age_years,prior_break_count,break_within_horizon,horizon_years,street,snapshot_origin
34340,1994-11-20,DI,300.0,1983.0,11.0,0,0,5,SEREDA RD,negative_T_minus_H_minus_4y
85090,1994-11-20,CI,150.0,1959.0,35.0,0,0,5,GRAYSTONE AVE,negative_T_minus_H_minus_3y
17070,1994-11-21,CI,150.0,1959.0,35.0,0,0,5,GRAYSTONE AVE,negative_T_minus_H_minus_1y
44190,1994-11-21,CI,150.0,1959.0,35.0,0,0,5,YAGER AVE,negative_T_minus_H_minus_3y
18680,1994-11-22,CI,150.0,1960.0,34.0,0,1,5,HICKSON DR,positive_T_minus_H
31980,1994-11-22,DI,200.0,1974.0,20.0,0,0,5,RADCLIFFE DR,negative_T_minus_H_minus_1y
42990,1994-11-22,DI,300.0,1969.0,25.0,0,0,5,WESTWOOD DR,negative_T_minus_H_minus_5y
82428,1994-11-22,DI,450.0,1972.0,22.0,0,0,5,STRASBURG RD,negative_T_minus_H_minus_1y
21730,1994-11-23,CI,150.0,1922.0,72.0,0,0,5,KING ST E,negative_T_minus_H_minus_4y
28590,1994-11-23,DI,150.0,1967.0,27.0,0,0,5,OLD YORK CRES,negative_T_minus_H_minus_2y
34840,1994-11-23,CI,150.0,1954.0,40.0,0,0,5,SHERWOOD AVE,negative_T_minus_H_minus_1y
38850,1994-11-23,CI,150.0,1974.0,20.0,0,0,5,UPLANDS DR,negative_T_minus_H_minus_2y
17730,1994-11-24,CI,150.0,1957.0,37.0,0,0,5,SEREDA RD,negative_T_minus_H_minus_2y
19490,1994-11-24,DI,150.0,1981.0,13.0,0,0,5,HILLCREST CRT,negative_T_minus_H_minus_4y
29830,1994-11-24,DI,150.0,1966.0,28.0,0,1,5,OVERLEA DR,positive_T_minus_H
16240,1994-11-25,CI,150.0,1962.0,32.0,0,0,5,GILMOUR CRES,negative_T_minus_H_minus_3y
3460,1994-11-25,CI,300.0,1964.0,30.0,0,0,5,BLOOMINGDALE RD,negative_T_minus_H_minus_5y
85716,1994-11-25,CI,300.0,1967.0,27.0,0,0,5,HOMER WATSON BLVD,negative_T_minus_H_minus_4y
38850,1994-11-26,CI,150.0,1974.0,20.0,0,0,5,UPLANDS DR,negative_T_minus_H_minus_3y
25340,1994-11-27,CI,200.0,1904.0,90.0,0,0,5,MARGARET AVE,negative_T_minus_H_minus_3y
33460,1994-11-27,CI,150.0,1961.0,33.0,0,0,5,ROSEMOUNT DR,negative_T_minus_H_minus_5y
7140,1994-11-27,DI,150.0,1965.0,29.0,0,1,5,CHICOPEE TERR,positive_T_minus_H
88756,1994-11-27,CI,150.0,1967.0,27.0,0,0,5,COVENTRY DR,negative_T_minus_H_minus_5y
34430,1994-11-28,CI,150.0,1958.0,36.0,0,0,5,SHADYWOOD CRES,negative_T_minus_H_minus_5y
38190,1994-11-28,CI,150.0,1958.0,36.0,0,0,5,TRAYNOR AVE,negative_T_minus_H_minus_5y
900,1994-11-28,CI,150.0,1953.0,41.0,0,1,5,ARLINGTON BLVD,positive_T_minus_H
20430,1994-11-29,CI,150.0,1966.0,28.0,0,0,5,INWOOD DR,negative_T_minus_H_minus_4y
22490,1994-11-30,CI,150.0,1960.0,34.0,0,0,5,KINZIE AVE,negative_T_minus_H_minus_1y
18320,1994-12-02,CI,150.0,1958.0,36.0,0,0,5,HEARTH CRES,negative_T_minus_H_minus_1y
31750,1994-12-02,CI,150.0,1954.0,40.0,0,0,5,QUEENS BLVD,negative_T_minus_H_minus_3y
24600,1994-12-03,CI,150.0,1958.0,36.0,0,0,5,LYNDHURST DR,negative_T_minus_H_minus_5y
30440,1994-12-03,CI,150.0,1962.0,32.0,0,0,5,PEACHWOOD CRT,negative_T_minus_H_minus_3y
40390,1994-12-03,CI,200.0,1953.0,41.0,0,0,5,WALTON AVE,negative_T_minus_H_minus_3y
5250,1994-12-03,CI,150.0,1954.0,40.0,0,1,5,CAMBRIDGE AVE,positive_T_minus_H
5620,1994-12-03,DI,200.0,1966.0,28.0,0,0,5,CARSON DR,negative_T_minus_H_minus_3y
15440,1994-12-04,CI,150.0,1957.0,37.0,0,0,5,FRANKLIN ST S,negative_T_minus_H_minus_4y
42890,1994-12-04,CI,150.0,1966.0,28.0,0,0,5,WESTWOOD CRES,negative_T_minus_H_minus_1y
41000,1994-12-06,CI,150.0,1948.0,46.0,0,0,5,WEBER ST E,negative_T_minus_H_minus_3y
33450,1994-12-07,CI,150.0,1959.0,35.0,0,0,5,ROSEMOUNT DR,negative_T_minus_H_minus_5y
34890,1994-12-07,DI,300.0,1979.0,15.0,0,0,5,SHIRLEY AVE,negative_T_minus_H_minus_3y
26010,1994-12-09,CI,150.0,1967.0,27.0,0,0,5,MCGEE AVE,negative_T_minus_H_minus_4y
27810,1994-12-09,CI,150.0,1960.0,34.0,0,1,5,NINE PINES RD,positive_T_minus_H
9520,1994-12-09,CI,150.0,1955.0,39.0,0,0,5,DONALD ST,negative_T_minus_H_minus_3y
9560,1994-12-09,DI,150.0,1965.0,29.0,0,0,5,DOOLEY DR,negative_T_minus_H_minus_4y
18160,1994-12-10,CI,100.0,1954.0,40.0,0,0,5,HARTWOOD PL,negative_T_minus_H_minus_1y
20580,1994-12-11,CI,150.0,1970.0,24.0,0,1,5,JANSEN AVE,positive_T_minus_H
27830,1994-12-11,CI,200.0,1961.0,33.0,0,0,5,NINTH AVE,negative_T_minus_H_minus_2y
43480,1994-12-11,CI,200.0,1958.0,36.0,0,0,5,WILSON AVE,negative_T_minus_H_minus_3y
5540,1994-12-11,CI,150.0,1962.0,32.0,0,0,5,CARROL ST,negative_T_minus_H_minus_4y
15440,1994-12-12,CI,150.0,1957.0,37.0,0,0,5,FRANKLIN ST S,negative_T_minus_H_minus_3y
27420,1994-12-12,DI,200.0,1972.0,22.0,0,0,5,MORRISON RD,negative_T_minus_H_minus_3y
29790,1994-12-12,CI,150.0,1967.0,27.0,0,0,5,OVERLEA DR,negative_T_minus_H_minus_3y
88828,1994-12-12,CI,150.0,1967.0,27.0,0,0,5,BELWOOD CRES,negative_T_minus_H_minus_4y
9940,1994-12-12,DI,450.0,1969.0,25.0,0,0,5,DOON VILLAGE RD,negative_T_minus_H_minus_4y
13650,1994-12-13,CI,150.0,1955.0,39.0,0,0,5,ETON DR,negative_T_minus_H_minus_2y
14280,1994-12-14,CI,200.0,1959.0,35.0,0,0,5,FERGUS AVE,negative_T_minus_H_minus_3y
14850,1994-12-14,CI,200.0,1962.0,32.0,0,1,5,FOREST HILL DR,positive_T_minus_H
8800,1994-12-15,CI,150.0,1960.0,34.0,0,0,5,CYPRUS DR,negative_T_minus_H_minus_2y
1430,1994-12-16,CI,150.0,1967.0,27.0,0,0,5,BALFOUR CRES,negative_T_minus_H_minus_4y
24260,1994-12-16,DI,150.0,1965.0,29.0,0,0,5,LORRAINE AVE,negative_T_minus_H_minus_1y
28270,1994-12-16,DI,200.0,1967.0,27.0,0,1,5,OLD CHICOPEE DR,positive_T_minus_H
15200,1994-12-17,CI,150.0,1960.0,34.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_4y
14390,1994-12-18,CI,150.0,1957.0,37.0,0,0,5,FIRST AVE,negative_T_minus_H_minus_1y
36530,1994-12-18,CI,150.0,1958.0,36.0,0,0,5,STONYBROOK DR,negative_T_minus_H_minus_3y
440,1994-12-19,DI,300.0,1978.0,16.0,0,1,5,SCHWEITZER ST,positive_T_minus_H
83874,1994-12-19,CI,200.0,1953.0,41.0,0,0,5,VANIER DR,negative_T_minus_H_minus_3y
9450,1994-12-19,CPP,600.0,1960.0,34.0,0,0,5,DIXON ST,negative_T_minus_H_minus_1y
26150,1994-12-20,DI,100.0,1969.0,25.0,0,0,5,MEADOW CRES,negative_T_minus_H_minus_3y
26520,1994-12-20,CI,150.0,1965.0,29.0,0,0,5,MIDLAND DR,negative_T_minus_H_minus_3y
59960,1994-12-20,CI,150.0,1957.0,37.0,0,0,5,GUELPH ST,negative_T_minus_H_minus_3y
88872,1994-12-20,DI,300.0,1974.0,20.0,0,0,5,BELMONT AVE W,negative_T_minus_H_minus_2y
4950,1994-12-21,CI,150.0,1953.0,41.0,0,0,5,BRUCE ST,negative_T_minus_H_minus_5y
79750,1994-12-21,DI,150.0,1981.0,13.0,0,0,5,HILLCREST CRT,negative_T_minus_H_minus_2y
19630,1994-12-22,CI,150.0,1957.0,37.0,0,0,5,HOFFMAN ST,negative_T_minus_H_minus_1y
29790,1994-12-22,CI,150.0,1967.0,27.0,0,0,5,OVERLEA DR,negative_T_minus_H_minus_3y
43540,1994-12-22,CI,200.0,1954.0,40.0,0,0,5,WILSON AVE,negative_T_minus_H_minus_3y
24580,1994-12-23,CI,150.0,1961.0,33.0,0,1,5,LYLE PL,positive_T_minus_H
31690,1994-12-23,CI,200.0,1966.0,28.0,0,0,5,QUEENS BLVD,negative_T_minus_H_minus_2y
4910,1994-12-23,CI,150.0,1953.0,41.0,0,0,5,BRUCE ST,negative_T_minus_H_minus_3y
18340,1994-12-24,CI,150.0,1954.0,40.0,0,0,5,HEATHER AVE,negative_T_minus_H_minus_1y
24860,1994-12-24,CI,200.0,1961.0,33.0,0,0,5,MANCHESTER RD,negative_T_minus_H_minus_5y
42890,1994-12-26,CI,150.0,1966.0,28.0,0,0,5,WESTWOOD CRES,negative_T_minus_H_minus_1y
5160,1994-12-26,CI,150.0,1963.0,31.0,0,0,5,BUTTONWOOD DR,negative_T_minus_H_minus_4y
23740,1994-12-27,CI,150.0,1952.0,42.0,0,0,5,ST LEGER ST,negative_T_minus_H_minus_5y
40160,1994-12-27,CI,150.0,1957.0,37.0,0,0,5,VILLAGE RD,negative_T_minus_H_minus_5y
1230,1994-12-28,CI,150.0,1958.0,36.0,0,0,5,AVALON PL,negative_T_minus_H_minus_1y
28900,1994-12-28,DI,150.0,1992.0,2.0,0,0,5,OLIVER CRT,negative_T_minus_H_minus_1y
4125488,1994-12-28,XXX,25.0,1987.0,7.0,0,1,5,BIEHN DR,positive_T_minus_H
21140,1994-12-30,CI,150.0,1954.0,40.0,0,0,5,KENSINGTON AVE,negative_T_minus_H_minus_2y
23260,1994-12-30,DI,450.0,1968.0,26.0,0,0,5,LANCASTER ST W,negative_T_minus_H_minus_5y
4096468,1994-12-30,XXX,13.0,1976.0,18.0,0,0,5,DONALD ST,negative_T_minus_H_minus_1y
80010,1994-12-30,CI,450.0,1968.0,26.0,0,0,5,LANCASTER ST W,negative_T_minus_H_minus_2y
8420,1994-12-30,CI,300.0,1967.0,27.0,0,0,5,COURTLAND AVE E,negative_T_minus_H_minus_2y
18230,1994-12-31,DI,300.0,1968.0,26.0,0,0,5,HAZELGLEN DR,negative_T_minus_H_minus_3y
33810,1994-12-31,CI,150.0,1964.0,30.0,0,1,5,RUTHERFORD DR,positive_T_minus_H
64610,1994-12-31,PVC,150.0,1970.0,24.0,1,1,5,INGLESIDE DR,positive_T_minus_H
20280,1995-01-01,CI,150.0,1967.0,28.0,0,1,5,INDIAN RD,positive_T_minus_H
11630,1995-01-02,CI,150.0,1956.0,39.0,0,1,5,EIGHTH AVE,positive_T_minus_H
14870,1995-01-02,CI,200.0,1962.0,33.0,0,0,5,FOREST HILL DR,negative_T_minus_H_minus_2y
29200,1995-01-03,CI,150.0,1952.0,43.0,0,1,5,OTTAWA ST N,positive_T_minus_H
37500,1995-01-03,CI,150.0,1921.0,74.0,0,0,5,TALBOT ST,negative_T_minus_H_minus_3y
78886,1995-01-03,DI,300.0,1974.0,21.0,0,1,5,GLASGOW ST,positive_T_minus_H
5630,1995-01-04,DI,200.0,1966.0,29.0,0,0,5,LORRAINE AVE,negative_T_minus_H_minus_1y
20990,1995-01-05,CI,150.0,1967.0,28.0,0,1,5,KELLY DR,positive_T_minus_H
15450,1995-01-06,CI,150.0,1957.0,38.0,0,0,5,FRANKLIN ST S,negative_T_minus_H_minus_1y
31690,1995-01-06,CI,200.0,1966.0,29.0,0,0,5,QUEENS BLVD,negative_T_minus_H_minus_5y
31720,1995-01-06,DI,200.0,1966.0,29.0,0,0,5,QUEENS BLVD,negative_T_minus_H_minus_5y
37230,1995-01-06,CI,150.0,1961.0,34.0,0,1,5,SWEETBRIAR DR,positive_T_minus_H
43210,1995-01-06,CI,150.0,1953.0,42.0,0,1,5,WILFRED AVE,positive_T_minus_H
36960,1995-01-07,DI,150.0,1965.0,30.0,0,0,5,STRATHCONA CRES,negative_T_minus_H_minus_2y
57680,1995-01-07,CI,150.0,1955.0,40.0,0,0,5,EDNA ST,negative_T_minus_H_minus_5y
20530,1995-01-08,CI,150.0,1947.0,48.0,0,0,5,JACKSON AVE,negative_T_minus_H_minus_1y
39060,1995-01-08,CI,200.0,1953.0,42.0,0,0,5,VANIER DR,negative_T_minus_H_minus_3y
83144,1995-01-08,CI,150.0,1958.0,37.0,0,0,5,LYNDHURST DR,negative_T_minus_H_minus_1y
93410,1995-01-08,CI,150.0,1967.0,28.0,0,0,5,INDIAN RD,negative_T_minus_H_minus_5y
19760,1995-01-09,DI,150.0,1967.0,28.0,0,0,5,HOLBORN DR,negative_T_minus_H_minus_3y
4050,1995-01-09,CI,150.0,1955.0,40.0,0,0,5,BRANDON AVE,negative_T_minus_H_minus_2y
800,1995-01-10,CI,150.0,1959.0,36.0,0,0,5,ARCHER PL,negative_T_minus_H_minus_3y
26150,1995-01-12,DI,100.0,1969.0,26.0,0,0,5,MEADOW CRES,negative_T_minus_H_minus_1y
43000,1995-01-13,CI,300.0,1966.0,29.0,0,0,5,WESTWOOD DR,negative_T_minus_H_minus_5y
65470,1995-01-13,DI,300.0,1984.0,11.0,0,0,5,WHITNEY PL,negative_T_minus_H_minus_3y
79804,1995-01-13,DI,150.0,1980.0,15.0,0,0,5,NELSON AVE,negative_T_minus_H_minus_4y
90496,1995-01-13,CI,200.0,1969.0,26.0,0,0,5,ELMSDALE DR,negative_T_minus_H_minus_4y
15430,1995-01-14,CI,300.0,1956.0,39.0,0,0,5,FRANKLIN ST N,negative_T_minus_H_minus_2y
29860,1995-01-14,CI,150.0,1964.0,31.0,0,1,5,OWEN AVE,positive_T_minus_H
38860,1995-01-15,CI,150.0,1974.0,21.0,0,0,5,UPLANDS DR,negative_T_minus_H_minus_4y
36490,1995-01-16,CI,150.0,1962.0,33.0,0,1,5,STONYBROOK DR,positive_T_minus_H
3880,1995-01-17,CI,150.0,1925.0,70.0,0,0,5,BORDEN AVE S,negative_T_minus_H_minus_1y
78074,1995-01-17,CI,150.0,1925.0,70.0,0,1,5,AHRENS ST W,positive_T_minus_H
42520,1995-01-18,CI,300.0,1959.0,36.0,0,0,5,WESTMOUNT RD E,negative_T_minus_H_minus_4y
4430,1995-01-18,DI,150.0,1952.0,43.0,0,1,5,BRICK ST,positive_T_minus_H
8150,1995-01-18,DI,300.0,1974.0,21.0,0,0,5,COUNTRY HILL DR,negative_T_minus_H_minus_4y
96080,1995-01-18,CI,150.0,1949.0,46.0,0,0,5,QUEENS BLVD,negative_T_minus_H_minus_4y
34670,1995-01-19,CI,150.0,1946.0,49.0,0,0,5,SHELDON AVE N,negative_T_minus_H_minus_1y
19730,1995-01-20,CI,150.0,1967.0,28.0,0,1,5,HOLBORN DR,positive_T_minus_H
7310,1995-01-20,CI,150.0,1956.0,39.0,0,1,5,CLAREMONT AVE,positive_T_minus_H
27000,1995-01-21,DI,200.0,1965.0,30.0,0,0,5,MONTCALM DR,negative_T_minus_H_minus_3y
34670,1995-01-21,CI,150.0,1946.0,49.0,0,0,5,SHELDON AVE N,negative_T_minus_H_minus_3y
37610,1995-01-22,CI,150.0,1967.0,28.0,0,0,5,THALER AVE,negative_T_minus_H_minus_2y
3450,1995-01-24,CI,300.0,1964.0,31.0,0,0,5,BLOOMINGDALE RD,negative_T_minus_H_minus_1y
92734,1995-01-24,CI,150.0,1954.0,41.0,0,1,5,BYRON AVE,positive_T_minus_H
1830,1995-01-25,CI,150.0,1952.0,43.0,0,0,5,BECKER ST,negative_T_minus_H_minus_3y
4530,1995-01-25,CI,150.0,1958.0,37.0,0,1,5,BRIDGE ST W,positive_T_minus_H
86582,1995-01-25,CI,150.0,1958.0,37.0,0,0,5,HEARTH CRES,negative_T_minus_H_minus_2y
90042,1995-01-25,DI,150.0,1965.0,30.0,0,1,5,LORRAINE AVE,positive_T_minus_H
11070,1995-01-26,CI,300.0,1949.0,46.0,0,1,5,EAST AVE,positive_T_minus_H
13120,1995-01-26,DI,100.0,1960.0,35.0,0,1,5,CARWOOD CRES,positive_T_minus_H
18070,1995-01-26,CI,200.0,1953.0,42.0,0,0,5,HARBER AVE,negative_T_minus_H_minus_4y
2300,1995-01-26,CI,150.0,1962.0,33.0,0,0,5,BELTON DR,negative_T_minus_H_minus_3y
33410,1995-01-26,CI,150.0,1958.0,37.0,0,1,5,ROSEMOUNT DR,positive_T_minus_H
37550,1995-01-26,CI,150.0,1965.0,30.0,0,1,5,TECUMSEH CRES,positive_T_minus_H
40390,1995-01-26,CI,200.0,1953.0,42.0,0,0,5,WALTON AVE,negative_T_minus_H_minus_1y
5620,1995-01-26,DI,200.0,1966.0,29.0,0,0,5,CARSON DR,negative_T_minus_H_minus_2y
91676,1995-01-26,CI,200.0,1952.0,43.0,0,0,5,NINTH AVE,negative_T_minus_H_minus_2y
22620,1995-01-27,CI,200.0,1966.0,29.0,0,0,5,KNELL DR,negative_T_minus_H_minus_1y
31930,1995-01-27,DI,150.0,1966.0,29.0,0,0,5,QUEENSTON DR,negative_T_minus_H_minus_4y
4100648,1995-01-27,XXX,25.0,1967.0,28.0,0,1,5,MONTGOMERY RD,positive_T_minus_H
41500,1995-01-27,CI,150.0,1963.0,32.0,0,0,5,WEICHEL ST,negative_T_minus_H_minus_5y
76747,1995-01-27,CI,150.0,1940.0,55.0,0,1,5,STIRLING AVE S,positive_T_minus_H
17740,1995-01-28,CI,200.0,1957.0,38.0,0,1,5,GUELPH ST,positive_T_minus_H
39090,1995-01-28,CI,200.0,1961.0,34.0,0,0,5,VANIER DR,negative_T_minus_H_minus_1y
57990,1995-01-29,CI,150.0,1959.0,36.0,0,1,5,EVERGREEN CRES,positive_T_minus_H
59980,1995-01-29,CI,150.0,1933.0,62.0,0,0,5,JOSEPH ST,negative_T_minus_H_minus_3y
19530,1995-01-30,CI,150.0,1967.0,28.0,0,0,5,HILLMOUNT ST,negative_T_minus_H_minus_5y
32900,1995-01-30,CI,300.0,1960.0,35.0,0,0,5,SHIRLEY AVE,negative_T_minus_H_minus_3y
41460,1995-01-30,CI,150.0,1958.0,37.0,0,0,5,WEDGEWOOD DR,negative_T_minus_H_minus_3y
90282,1995-01-30,DI,150.0,1967.0,28.0,0,0,5,DALEWOOD DR,negative_T_minus_H_minus_4y
29200,1995-01-31,CI,150.0,1952.0,43.0,0,1,5,OTTAWA ST N,positive_T_minus_H
31140,1995-01-31,CI,150.0,1953.0,42.0,0,0,5,PROSPECT AVE,negative_T_minus_H_minus_3y
15750,1995-02-01,CI,200.0,1958.0,37.0,0,0,5,FREDERICK ST,negative_T_minus_H_minus_3y
18120,1995-02-01,CI,150.0,1961.0,34.0,0,0,5,HAROLD AVE,negative_T_minus_H_minus_1y
21060,1995-02-01,CI,150.0,1962.0,33.0,0,0,5,KENNETH AVE,negative_T_minus_H_minus_5y
36530,1995-02-01,CI,150.0,1958.0,37.0,0,0,5,STONYBROOK DR,negative_T_minus_H_minus_3y
44090,1995-02-01,CI,150.0,1951.0,44.0,0,0,5,WOODWARD AVE,negative_T_minus_H_minus_5y
7770,1995-02-01,CI,150.0,1966.0,29.0,0,1,5,CONFEDERATION DR,positive_T_minus_H
8060,1995-02-01,CI,150.0,1958.0,37.0,0,0,5,CORNELL AVE,negative_T_minus_H_minus_3y
14870,1995-02-02,CI,200.0,1962.0,33.0,0,0,5,FOREST HILL DR,negative_T_minus_H_minus_3y
16150,1995-02-02,CI,150.0,1954.0,41.0,0,0,5,GERARD AVE,negative_T_minus_H_minus_1y
21030,1995-02-02,CI,150.0,1958.0,37.0,0,0,5,KENNETH AVE,negative_T_minus_H_minus_3y
22880,1995-02-02,CI,300.0,1955.0,40.0,0,0,5,KRUG ST,negative_T_minus_H_minus_2y
30070,1995-02-02,DI,300.0,1978.0,17.0,0,0,5,PANDORA AVE S,negative_T_minus_H_minus_2y
36240,1995-02-02,CI,300.0,1957.0,38.0,0,0,5,STIRLING AVE S,negative_T_minus_H_minus_3y
88076,1995-02-02,CI,150.0,1960.0,35.0,0,0,5,RIPPLEWOOD CRES,negative_T_minus_H_minus_5y
33410,1995-02-03,CI,150.0,1958.0,37.0,0,1,5,ROSEMOUNT DR,positive_T_minus_H
36660,1995-02-03,DI,150.0,1973.0,22.0,0,0,5,STRASBURG RD,negative_T_minus_H_minus_3y
14280,1995-02-04,CI,200.0,1959.0,36.0,0,0,5,FERGUS AVE,negative_T_minus_H_minus_4y
5710,1995-02-04,CI,150.0,1958.0,37.0,0,1,5,CARWOOD AVE,positive_T_minus_H
15870,1995-02-05,DI,150.0,1969.0,26.0,0,0,5,GALLARNO CRT,negative_T_minus_H_minus_2y
35630,1995-02-05,CI,150.0,1960.0,35.0,0,0,5,SPRINGBANK CRES,negative_T_minus_H_minus_2y
42920,1995-02-05,DI,300.0,1969.0,26.0,0,0,5,WESTWOOD DR,negative_T_minus_H_minus_2y
23730,1995-02-06,CI,150.0,1949.0,46.0,0,0,5,LEANDER PL,negative_T_minus_H_minus_2y
8430,1995-02-06,DI,300.0,1970.0,25.0,0,1,5,COURTLAND AVE E,positive_T_minus_H
11060,1995-02-07,CI,300.0,1949.0,46.0,0,0,5,EAST AVE,negative_T_minus_H_minus_5y
5240,1995-02-07,CI,150.0,1955.0,40.0,0,0,5,CAMBRIDGE AVE,negative_T_minus_H_minus_2y
7950,1995-02-07,CI,150.0,1966.0,29.0,0,1,5,CONWAY DR,positive_T_minus_H
8440,1995-02-07,DI,300.0,1970.0,25.0,0,1,5,COURTLAND AVE E,positive_T_minus_H
1190,1995-02-08,DI,150.0,1973.0,22.0,0,1,5,AUTUMN HILL CRES,positive_T_minus_H
26260,1995-02-08,CI,150.0,1953.0,42.0,0,0,5,MELROSE AVE,negative_T_minus_H_minus_3y
31900,1995-02-08,CI,150.0,1966.0,29.0,0,0,5,QUEENSTON DR,negative_T_minus_H_minus_3y
92364,1995-02-08,CI,150.0,1963.0,32.0,0,1,5,WEICHEL ST,positive_T_minus_H
94896,1995-02-08,DI,300.0,1969.0,26.0,0,0,5,WESTWOOD DR,negative_T_minus_H_minus_2y
260,1995-02-09,CI,150.0,1955.0,40.0,0,1,5,ABERDEEN RD,positive_T_minus_H
40150,1995-02-09,CI,150.0,1962.0,33.0,0,1,5,VILLAGE RD,positive_T_minus_H
36550,1995-02-10,CI,150.0,1958.0,37.0,0,1,5,STONYBROOK DR,positive_T_minus_H
7480,1995-02-10,CI,150.0,1947.0,48.0,0,0,5,CLIFTON RD,negative_T_minus_H_minus_4y
18350,1995-02-11,CI,150.0,1954.0,41.0,0,0,5,HEATHER AVE,negative_T_minus_H_minus_3y
8070,1995-02-12,CI,150.0,1957.0,38.0,0,1,5,CORNELL AVE,positive_T_minus_H
1830,1995-02-13,CI,150.0,1952.0,43.0,0,0,5,BECKER ST,negative_T_minus_H_minus_3y
41460,1995-02-13,CI,150.0,1958.0,37.0,0,0,5,WEDGEWOOD DR,negative_T_minus_H_minus_4y
88910,1995-02-13,CI,150.0,1965.0,30.0,0,0,5,TECUMSEH CRES,negative_T_minus_H_minus_2y
22200,1995-02-14,CI,150.0,1966.0,29.0,0,0,5,KINGSTON CRES,negative_T_minus_H_minus_4y
90648,1995-02-15,DI,150.0,1969.0,26.0,0,0,5,ROSSFORD CRES,negative_T_minus_H_minus_2y
18160,1995-02-16,CI,100.0,1954.0,41.0,0,0,5,HARTWOOD PL,negative_T_minus_H_minus_4y
34660,1995-02-16,CI,150.0,1946.0,49.0,0,0,5,SHELDON AVE N,negative_T_minus_H_minus_4y
16000,1995-02-17,CI,150.0,1967.0,28.0,0,0,5,GAY CRES,negative_T_minus_H_minus_3y
3880,1995-02-17,CI,150.0,1925.0,70.0,0,0,5,BORDEN AVE S,negative_T_minus_H_minus_2y
57680,1995-02-17,CI,150.0,1955.0,40.0,0,0,5,EDNA ST,negative_T_minus_H_minus_1y
85712,1995-02-17,CI,300.0,1967.0,28.0,0,0,5,HOMER WATSON BLVD,negative_T_minus_H_minus_3y
86282,1995-02-17,CI,150.0,1966.0,29.0,0,0,5,TUPPER CRES,negative_T_minus_H_minus_3y
24600,1995-02-18,CI,150.0,1958.0,37.0,0,0,5,LYNDHURST DR,negative_T_minus_H_minus_5y
16000,1995-02-19,CI,150.0,1967.0,28.0,0,0,5,GAY CRES,negative_T_minus_H_minus_3y
10530,1995-02-20,DI,100.0,1976.0,19.0,0,0,5,DUKE ST W,negative_T_minus_H_minus_3y
23730,1995-02-20,CI,150.0,1949.0,46.0,0,0,5,LEANDER PL,negative_T_minus_H_minus_2y
33450,1995-02-20,CI,150.0,1959.0,36.0,0,0,5,ROSEMOUNT DR,negative_T_minus_H_minus_2y
23480,1995-02-21,CI,150.0,1948.0,47.0,0,1,5,LANG CRES,positive_T_minus_H
26270,1995-02-21,CI,150.0,1953.0,42.0,0,0,5,MELROSE AVE,negative_T_minus_H_minus_4y
660,1995-02-21,CI,150.0,1952.0,43.0,0,0,5,ANN ST,negative_T_minus_H_minus_3y
76264,1995-02-21,CPP,450.0,1974.0,21.0,0,0,5,DUKE ST W,negative_T_minus_H_minus_5y
16670,1995-02-22,CI,150.0,1965.0,30.0,0,0,5,GLENWOOD DR,negative_T_minus_H_minus_3y
63540,1995-02-22,CI,150.0,1954.0,41.0,0,0,5,FIFE AVE,negative_T_minus_H_minus_3y
660,1995-02-22,CI,150.0,1952.0,43.0,0,0,5,ANN ST,negative_T_minus_H_minus_3y
20530,1995-02-23,CI,150.0,1947.0,48.0,0,0,5,JACKSON AVE,negative_T_minus_H_minus_1y
36530,1995-02-23,CI,150.0,1958.0,37.0,0,0,5,STONYBROOK DR,negative_T_minus_H_minus_2y
62550,1995-02-23,CI,300.0,1964.0,31.0,0,0,5,BLOOMINGDALE RD,negative_T_minus_H_minus_4y
35640,1995-02-25,CI,150.0,1968.0,27.0,0,0,5,SPRINGDALE DR,negative_T_minus_H_minus_4y
37140,1995-02-25,CI,100.0,1954.0,41.0,0,1,5,SUNSET PL,positive_T_minus_H
17070,1995-02-26,CI,150.0,1959.0,36.0,0,0,5,GRAYSTONE AVE,negative_T_minus_H_minus_1y
2010,1995-02-26,CI,300.0,1957.0,38.0,0,0,5,BELMONT AVE W,negative_T_minus_H_minus_4y
95692,1995-02-26,CI,300.0,1955.0,40.0,0,0,5,SHERWOOD AVE,negative_T_minus_H_minus_3y
80860,1995-02-27,CI,150.0,1951.0,44.0,0,0,5,VICTORIA ST N,negative_T_minus_H_minus_3y
12950,1995-02-28,DI,150.0,1981.0,14.0,0,0,5,WOODVIEW CRES,negative_T_minus_H_minus_4y
14940,1995-02-28,CI,150.0,1958.0,37.0,0,0,5,FOREST HILL DR,negative_T_minus_H_minus_3y
31910,1995-02-28,CI,150.0,1966.0,29.0,0,1,5,QUEENSTON DR,positive_T_minus_H
33410,1995-02-28,CI,150.0,1958.0,37.0,0,1,5,ROSEMOUNT DR,positive_T_minus_H
6500,1995-02-28,CI,150.0,1953.0,42.0,0,0,5,CHAPEL ST,negative_T_minus_H_minus_4y
15200,1995-03-02,CI,150.0,1960.0,35.0,0,0,5,FOURTH AVE,negative_T_minus_H_minus_5y
40390,1995-03-02,CI,200.0,1953.0,42.0,0,0,5,WALTON AVE,negative_T_minus_H_minus_4y
